L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Biter,Bcuts,time_slave,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
3265.45,718.62,3,0.5,286.725,6154.5,1853,6154.5,1.24785,5815.5,6604.91,0.135742,1487,0,10.0233,1487,10520,0.600778,0,0,0,0.948166,6348.5
3265.45,718.62,3,0.75,637.192,6827.75,3916,6827.75,1.67955,763,6971.74,8.13727,2627,0,16.7417,2627,13810,0.777793,0,0,0,0.747306,6924.75
3265.45,179.66,8,0.5,3185.47,6124,1837,6124.44,13.7176,469.5,6199.73,12.205,1803,1,1.24079,1803,20841,1.24297,1,0,0.023263,1.58171,6283
3265.45,179.66,8,0.75,593.97,6812.5,964,6812.68,12.3014,6729.75,6836.39,0.0158463,982,1,0.675583,982,9020,0.965837,5,0,0.097305,1.78814,6892
3265.45,359.31,8,0.5,162.916,6154.5,1163,6154.5,6.74947,5936,6220.63,0.0479504,987,0,2.15143,987,8391,0.777788,3,0,0.050657,1.91591,6361.5
3265.45,359.31,8,0.75,830.274,6827.75,2363,6827.75,19.3393,1726.25,6860.02,2.97394,1875,0,4.00414,1875,12602,1.01223,3,30,0.059588,1.60327,6931.25
3265.45,718.62,8,0.5,1243.28,6154.5,5092,6154.5,1.18231,2207.5,6604.91,1.99203,3028,0,12.4527,3028,20738,0.746586,0,0,0,0.636463,6348.5
3265.45,718.62,8,0.75,3054.48,6827.75,2413,6828.28,4.7804,2049.75,6982.96,2.40674,2170,0,10.162,2170,24951,1.54713,0,0,0,1.1528,6924.75
4898.18,179.66,1,0.5,508.611,7052.5,4269,7052.5,8.01326,382,7092.91,17.5678,3383,1,2.7143,3383,10601,1.34772,3,6,0.064827,1.19963,7197
4898.18,179.66,1,0.75,274.615,7276.75,4995,7276.75,13.6224,6985.75,7294.82,0.0442429,3691,1,2.51255,3691,6813,2.14713,2,0,0.039538,1.24796,7349
4898.18,359.31,1,0.5,251.741,7052.5,6939,7053,10.744,220,7093.64,31.2438,4877,0,11.6311,4877,6769,1.19491,2,0,0.03949,1.51697,7187.5
4898.18,359.31,1,0.75,197.884,7276.75,4203,7277.38,18.3502,2318.5,7292.17,2.14521,3386,0,8.81381,3386,5111,1.57612,4,0,0.093651,1.63001,7344.25
4898.18,718.62,1,0.5,624.304,7052.5,9954,7053.07,1.22098,359.5,7189.55,18.9988,7170,0,34.7131,7170,15525,2.42409,0,0,0,0.55721,7185
4898.18,718.62,1,0.75,994.989,7276.75,6345,7276.99,3.15664,7194.25,7334.98,0.019561,4755,0,24.1788,4755,12886,2.00673,0,0,0,0.757202,7343
4898.18,179.66,2,0.5,224.909,7052.5,8900,7052.5,11.6583,7046,7124.04,0.011076,6481,2,3.30309,6481,6805,1.51911,0,0,0,1.16033,7197
4898.18,179.66,2,0.75,422.126,7276.75,5639,7277.26,21.0903,493.25,7298.41,13.7966,4660,0,2.63151,4660,10096,1.76173,2,58,0.041382,1.25531,7349
4898.18,359.31,2,0.5,312.82,7052.5,6468,7052.65,15.2895,6512.5,7092.41,0.0890452,4963,0,9.4374,4963,8432,1.65587,3,0,0.060143,1.59427,7187.5
4898.18,359.31,2,0.75,333.373,7276.75,9754,7277.18,17.9847,7196.44,7292.17,0.0133026,7562,0,13.5896,7562,9109,2.23401,4,0,0.082283,1.56887,7344.25
4898.18,718.62,2,0.5,1086.55,7052.5,6478,7052.5,0.826918,2363,7275.04,2.07873,4784,0,19.3516,4784,16394,2.36305,0,0,0,0.555885,7185
4898.18,718.62,2,0.75,1533.18,7276.75,12577,7277.38,1.32992,348.25,7344.82,20.0907,8597,0,32.2588,8597,17619,2.61136,0,0,0,0.564256,7343
4898.18,179.66,3,0.5,1046.7,7052.5,5939,7052.5,6.14576,7013,7155.41,0.0203063,4730,0,2.71301,4730,13890,2.06215,0,0,0,1.2003,7197
4898.18,179.66,3,0.75,241.642,7276.75,5322,7277.44,12.8238,682.25,7298.88,9.69825,4264,0,2.17482,4264,7015,1.61853,3,0,0.069474,1.14907,7349
4898.18,359.31,3,0.5,130.661,7052.5,7996,7053.11,16.2324,6512.5,7092.41,0.0890452,5081,0,7.71333,5081,5608,1.45528,3,0,0.076618,1.63761,7187.5
4898.18,359.31,3,0.75,198.129,7276.75,6621,7277.15,17.9447,5590.75,7293.06,0.304486,4911,0,7.46826,4911,6825,1.80194,5,0,0.098782,1.56608,7344.25
4898.18,718.62,3,0.5,1159.14,7052.5,4619,7052.5,1.08499,329,7191.73,20.8594,3531,0,12.5026,3531,15042,2.22638,0,0,0,0.617731,7185
4898.18,718.62,3,0.75,805.649,7276.75,8381,7276.75,1.17299,755.5,7345.28,8.7224,6385,1,23.6192,6385,17285,2.82343,0,0,0,0.874655,7343
4898.18,179.66,8,0.5,173.337,7052.5,5074,7052.73,6.67645,682.5,7091.84,9.39098,3562,1,1.65937,3562,6818,1.07111,2,0,0.048301,1.16222,7197
4898.18,179.66,8,0.75,341.459,7276.75,4772,7276.75,4.69806,2179,7297.45,2.34899,3540,1,1.63201,3540,7655,1.02391,1,0,0.020267,1.13327,7349
4898.18,359.31,8,0.5,166.847,7052.5,8486,7052.5,15.7029,6512.5,7092.41,0.0890452,5641,60,6.85902,5641,6996,1.48552,3,0,0.059942,1.6036,7187.5
4898.18,359.31,8,0.75,256.462,7276.75,3625,7277.26,7.72777,1726.25,7291.64,3.22398,2914,0,3.73337,2914,4136,0.824548,4,24,0.078662,1.61791,7344.25
4898.18,718.62,8,0.75,495.434,7276.75,8627,7276.75,0.762414,6539,7388.02,0.129839,6510,0,17.977,6510,12706,2.47973,0,0,0,0.532671,7343
