L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Biter,Bcuts,time_slave,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
530.9,16.74,2,0.75,9.00342,2176,300,2176.18,8.05289,2170.25,2176.67,0.00296017,235,1,0.113004,235,1032,0.283948,14,0,0.308169,1.47712,2183.75
530.9,33.47,2,0.5,39.0981,2117,813,2117.12,17.2807,2105.5,2120.55,0.00714772,591,0,0.969779,591,2339,1.29488,1,0,0.023538,1.38709,2135.5
530.9,33.47,2,0.75,40.1788,2176,1113,2176,22.9387,2168.75,2177.63,0.00409595,808,0,1.28895,808,2163,0.893331,1,0,0.020663,1.35849,2185.25
530.9,66.49,2,0.5,20.2473,2117,588,2117,2.39318,2107.5,2127.22,0.00935815,389,0,1.56868,389,1770,0.465853,0,0,0,0.401669,2135.5
530.9,66.49,2,0.75,8.53964,2176,666,2176,2.42878,2015.75,2179.17,0.081074,472,0,1.47122,472,930,0.261638,0,0,0,0.415975,2185.25
530.9,16.74,3,0.5,23.7403,2117,1011,2117,6.71659,2061.5,2119.36,0.0280677,813,3,0.401981,813,3870,0.696859,1,0,0.025855,1.5238,2132.5
530.9,16.74,3,0.75,8.44031,2176,201,2176,7.75773,2175.25,2176.63,0.000634514,164,1,0.0782092,164,906,0.345638,17,128,0.377448,1.44574,2183.75
530.9,33.47,3,0.5,36.9385,2117,636,2117.12,13.7114,2039,2120.38,0.0399107,469,0,0.665712,469,2267,0.968829,1,0,0.023352,1.37217,2135.5
530.9,33.47,3,0.75,16.2503,2176,953,2176.21,12.9026,2173.5,2176.88,0.00155533,692,0,0.967975,692,1595,0.665587,10,100,0.221072,1.32204,2185.25
530.9,66.49,3,0.5,29.5298,2117,1077,2117,6.99876,2110,2122.35,0.00585527,792,0,2.27808,792,1945,0.638173,0,0,0,0.403115,2135.5
530.9,66.49,3,0.75,47.3376,2176,1602,2176,1.83821,2177,2182.62,0.00258203,1241,0,4.35339,1241,2614,0.968347,0,0,0,0.4075,2185.25
530.9,16.74,8,0.5,352.146,2117,1612,2117,18.2815,657,2126.94,2.23735,1499,0,0.687952,1499,10529,1.15216,1,0,0.024271,1.44304,2132.5
530.9,16.74,8,0.75,22.7965,2176,203,2176.17,21.909,2176,2176.63,0.000289627,187,0,0.0860689,187,1318,0.465112,22,28,0.487052,1.39712,2183.75
530.9,33.47,8,0.5,24.3217,2117,819,2117,10.8618,371.5,2120.38,4.7076,561,0,0.767052,561,1620,0.734566,1,66,0.020316,1.39913,2135.5
530.9,33.47,8,0.75,38.2763,2176,1467,2176.04,13.3687,2056.75,2177.54,0.0587296,1177,0,1.36186,1177,2447,0.828432,3,41,0.056425,1.31855,2185.25
530.9,66.49,8,0.5,5.43894,2117,511,2117.11,0,0,0,-nan,338,0,1.02465,338,1103,0.049323,0,0,0,0.406809,2135.5
530.9,66.49,8,0.75,17.8696,2176,1187,2176,1.64318,2174.75,2182.62,0.00361931,825,0,1.98882,825,1734,0.307058,0,0,0,0.402959,2185.25
