L D C PC time OPT node_count obj_bound root_time root_bestobj root_bestbound root_gap Biter Bcuts time_slave Siter Scuts time_subtour Sroot_iter Srootfrac_cuts time_sub_root LP_time LP_obj
2293.74 245.78 1 0.5 1122.45 6346.5 3680 6346.5 16.924 6252 6884.9 0.101232 3311 768 14.9917 3311 9480 1.26006 0 0 0 3.08888 7356
2293.74 245.78 1 0.75 1145.49 7442 3163 7442 11.7604 7341.25 7813.63 0.0643455 2393 674 11.9465 2393 11350 1.20115 1 0 0.01434 2.77164 8609.25
L D C PC time OPT node_count obj_bound root_time root_bestobj root_bestbound root_gap Biter Bcuts time_slave Siter Scuts time_subtour Sroot_iter Srootfrac_cuts time_sub_root LP_time LP_obj
2293.74 491.56 1 0.5 114.846 6764 1743 6764 5.33205 428 7382.81 16.2495 1139 27 7.97027 1139 5471 0.299312 0 0 0 1.90278 8181
2293.74 491.56 1 0.75 162.329 7971.5 15371 7972.23 9.03459 1573.75 8269.5 4.25465 9092 35 34.0272 9092 5873 1.01422 0 0 0 1.82001 9598.5
2293.74 983.12 1 0.5 124.916 6851 1636 6851 2.24667 697 7895.83 10.3283 1045 0 9.71597 1045 5217 0.412446 0 0 0 0.628227 8347
2293.74 983.12 1 0.75 581.552 8097.5 4735 8097.5 1.64272 8460.5 10644.1 0.258098 3158 0 25.8907 3158 11097 0.644361 0 0 0 0.737953 9822
2293.74 245.78 2 0.5 1840.94 6907.5 36597 6907.5 24.0403 6386.5 7433 0.163861 20888 1513 108.524 20888 9493 3.79453 1 0 0.030279 4.64618 7623.5
2293.74 245.78 2 0.75 3113.59 8648.25 46037 8648.25 29.9193 8419.25 9356.06 0.11127 24683 1713 147.849 24683 9721 4.01616 2 6 0.059919 11.7157 9501.5
2293.74 491.56 2 0.5 184.466 8149.5 1910 8149.95 11.6441 8181.5 8292.98 0.0136259 1383 63 19.996 1383 5728 0.601876 0 0 0 2.06413 8610.5
2293.74 491.56 2 0.75 358.124 10171.8 2211 10171.8 13.897 10169.8 10238.4 0.00675494 1813 69 23.6574 1813 8647 0.832239 0 0 0 2.23688 10398.2
2293.74 983.12 2 0.5 113.064 8276 790 8276 1.75049 8256.5 9107.3 0.103046 549 0 8.56969 549 5559 0.315762 0 0 0 0.525773 8808.5
2293.74 983.12 2 0.75 306.555 10235 1161 10235 2.21492 793.75 10399 12.1011 1063 0 18.5393 1063 11200 0.630157 0 0 0 0.496943 10501.2
2293.74 245.78 3 0.5 426.171 7138.5 9175 7138.5 10.8412 6784.5 7475.64 0.10187 5932 179 19.0686 5932 5041 1.16746 0 0 0 5.62959 7623.5
2293.74 245.78 3 0.75 >3600 (0.00124446) 19851 9226.72 16.1715 1039.5 9550.46 8.18755 14928 1186 74.8775 14928 26969 2.647 3 7 0.097487 22.7725 9575.25
