L D C PC time OPT node_count obj_bound root_time root_bestobj root_bestbound root_gap Siter Scuts time_subtour Sroot_iter Srootfrac_cuts time_sub_root LP_time LP_obj
353.93 33.47 1 0.5 49.1008 1885 5 1885.08 48.6202 1882 1885.11 0.00165454 56 281 0.08776 24 32 0.276612 8.98393 1916
353.93 33.47 1 0.75 73.1963 2060 5 2060.04 72.5047 2058.5 2060.06 0.000755549 59 355 0.109445 23 1 0.244462 5.74836 2075.5
353.93 66.49 1 0.5 8.47594 1884.93 6 1885.07 8.28139 1883.5 1885.11 0.000855778 67 365 0.066661 32 41 0.360859 6.79683 1917.5
353.93 66.49 1 0.75 7.3055 2060 9 2060.04 7.15479 2059.25 2060.06 0.000392 95 341 0.053525 62 0 0.583423 4.33961 2076.25
353.93 16.74 2 0.5 20.626 1885 1 1885.11 20.3925 1885 1886.3 0.000691654 34 220 0.044724 14 0 0.206249 19.4031 1899
353.93 16.74 2 0.75 29.0865 2060 1 2060.06 28.8921 2060 2061.24 0.000602858 26 311 0.06255 7 53 0.085671 20.0775 2064.25
353.93 33.47 2 0.5 45.8738 1885 13 1885.07 44.6639 1877 1885.11 0.004323 48 278 0.077779 16 0 0.194989 8.54712 1916
353.93 33.47 2 0.75 41.7425 2060 7 2060.04 41.1384 2058.5 2060.06 0.000756441 49 289 0.054715 23 0 0.229067 5.51072 2075.5
353.93 66.49 2 0.5 10.4113 1885 22 1885.07 9.29183 1882.5 1885.11 0.0013871 85 406 0.072088 35 37 0.409541 5.6846 1917.5
353.93 66.49 2 0.75 6.76959 2060 1 2060.06 6.64424 2060 2060.06 2.69988e-05 35 380 0.058253 12 0 0.138505 7.97464 2076.25
353.93 16.74 3 0.5 11.4122 1884.92 7 1885.11 11.1866 1882 1885.11 0.00165386 62 193 0.046083 35 12 0.4063 13.7893 1899
353.93 16.74 3 0.75 15.0707 2059.89 18 2060.04 14.7328 2057.5 2060.06 0.0012429 61 262 0.066685 14 0 0.167068 18.0692 2064.25
353.93 33.47 3 0.5 59.8764 1885 6 1885.08 59.3597 1882.5 1885.11 0.00138872 64 289 0.093477 28 32 0.345919 8.55039 1916
353.93 33.47 3 0.75 34.3239 2060 1 2060.07 34.0628 2060 2060.07 3.43194e-05 32 271 0.055217 13 2 0.152168 7.41805 2075.5
353.93 66.49 3 0.5 5.64408 1885 1 1885.15 5.50818 1885 1885.15 7.99582e-05 30 356 0.050226 5 0 0.059806 6.67223 1917.5
353.93 66.49 3 0.75 6.83785 2060 1 2060.06 6.71337 2060 2060.06 2.77345e-05 39 356 0.051432 16 41 0.172653 7.64162 2076.25
353.93 16.74 8 0.5 12.7993 1885 6 1885.08 12.4834 1882 1885.11 0.00165476 64 213 0.05474 36 1 0.46175 19.0861 1899
353.93 16.74 8 0.75 16.8225 2060 25 2060.04 16.5009 2058.5 2060.05 0.000754494 71 232 0.05395 27 0 0.339266 22.338 2064.25
353.93 33.47 8 0.5 55.8708 1885 1 1885.11 55.5907 1885 1885.11 5.71354e-05 34 295 0.090521 7 0 0.076625 10.7019 1916
353.93 33.47 8 0.75 57.5611 2060 1 2060.06 57.2864 2060 2060.06 2.77345e-05 46 315 0.110961 16 2 0.175045 8.72221 2075.5
353.93 66.49 8 0.5 7.84218 1884.93 29 1885.07 6.8371 1881.5 1885.11 0.00192095 73 381 0.062977 19 41 0.199855 7.35607 1917.5
353.93 66.49 8 0.75 7.96217 2060 22 2060.04 6.81822 2058.25 2060.06 0.000877995 63 386 0.063088 15 41 0.161583 7.98644 2076.25
530.9 16.74 1 0.5 25.5073 2117 268 2117 24.531 2114.5 2118.26 0.00177841 217 903 0.157343 23 59 0.51787 22.5119 2132.5
530.9 16.74 1 0.75 28.8739 2176 330 2176.17 27.3 2174.75 2176.65 0.000874075 263 1317 0.242898 12 47 0.292031 8.49008 2183.75
530.9 33.47 1 0.5 69.2703 2117 718 2117 16.8288 1989 2123.21 0.0674777 453 873 0.168861 0 0 0 36.5937 2135.5
530.9 33.47 1 0.75 95.9982 2176 312 2176.15 88.5455 2142.75 2177.21 0.0160813 224 848 0.182087 4 24 0.079659 32.3415 2185.25
530.9 66.49 1 0.5 10.1699 2117 498 2117.2 1.39881 2036.5 2123.33 0.0426392 332 981 0.094155 0 0 0 2.60725 2135.5
530.9 66.49 1 0.75 11.5659 2176 826 2176.03 1.9924 1964.5 2177.96 0.108656 548 1196 0.18793 0 0 0 2.15439 2185.25
530.9 16.74 2 0.5 37.3458 2117 304 2117 35.5077 2108.5 2118.32 0.00465814 241 1493 0.34029 18 51 0.429099 24.1919 2132.5
530.9 16.74 2 0.75 32.6834 2176 339 2176.16 31.5217 2175 2176.62 0.000747033 281 1057 0.155748 34 73 0.849471 29.6739 2183.75
530.9 33.47 2 0.5 93.7318 2117 271 2117 92.7065 2116 2118.26 0.00107012 234 972 0.170229 33 41 0.812974 32.3962 2135.42
530.9 33.47 2 0.75 121.74 2176 333 2176.2 113.508 2173 2177.1 0.00188797 257 1154 0.343368 4 10 0.089532 31.4275 2185.25
530.9 66.49 2 0.5 15.5404 2117 909 2117.2 1.43869 1794 2123.33 0.183576 648 1575 0.231516 0 0 0 2.27052 2135.5
530.9 66.49 2 0.75 17.5766 2176 1156 2176.14 1.30056 2135.75 2179.17 0.0203289 760 1726 0.229014 0 0 0 2.43271 2185.14
530.9 16.74 3 0.5 29.1226 2117 305 2117.1 27.8629 2111.5 2118.33 0.00323383 247 1120 0.262671 16 3 0.347762 23.6636 2132.5
530.9 16.74 3 0.75 28.4204 2176 209 2176.16 27.7952 2176 2176.63 0.000291513 164 1043 0.18013 9 56 0.241432 18.8713 2183.75
530.9 33.47 3 0.5 129.711 2117 365 2117.04 128.233 2116 2118.33 0.00110307 287 1133 0.218926 24 23 0.614765 31.8453 2135.5
530.9 33.47 3 0.75 64.4514 2176 791 2176 15.2261 2112 2179.11 0.031774 507 1485 0.169745 0 0 0 32.4726 2185.25
530.9 66.49 3 0.5 9.39674 2117 496 2117 4.15049 2108.5 2120.29 0.00559372 327 826 0.121624 0 0 0 2.6934 2135.5
530.9 66.49 3 0.75 8.7754 2176 329 2176 4.32326 2145.25 2177.21 0.0148968 228 777 0.07388 0 0 0 2.56311 2185.25
530.9 16.74 8 0.5 25.2947 2117 550 2117 12.2339 2117.82 2120.18 0.00111787 374 1147 0.268969 0 0 0 18.8847 2132.5
530.9 16.74 8 0.75 23.6456 2176 299 2176.15 22.1949 2173.25 2176.67 0.00157385 224 958 0.208699 12 56 0.295587 21.1413 2183.75
530.9 33.47 8 0.5 97.5551 2117 400 2117 96.2149 2115.5 2118.3 0.00132171 297 986 0.150363 17 36 0.489098 34.545 2135.5
530.9 33.47 8 0.75 86.904 2176 357 2176.11 85.8393 2176 2176.98 0.00045068 261 895 0.156761 18 29 0.395422 31.5552 2185.14
530.9 66.49 8 0.5 13.2994 2117 1017 2117.1 1.4562 1794 2123.33 0.183576 687 1424 0.195323 0 0 0 2.25619 2135.5
530.9 66.49 8 0.75 8.59251 2176 281 2176.1 2.74408 2144 2177.63 0.0156862 210 795 0.080092 0 0 0 2.76383 2185.14
