L D C PC time OPT node_count obj_bound root_time root_bestobj root_bestbound root_gap Siter Scuts time_subtour Sroot_iter Srootfrac_cuts time_sub_root LP_time LP_obj
582.33 16.46 2 0.75 1957.62 3108.25 3078 3108.56 51.2107 1886.75 3111.76 0.649268 2519 19689 3.22516 0 0 0 84.4342 3124.75
582.33 32.91 2 0.5 1150.27 3030.5 5277 3030.6 192.403 2960 3036.11 0.0257113 4046 22504 4.05084 2 112 0.094102 239.294 3065
582.33 32.91 2 0.75 659.661 3108.25 5186 3108.5 147.494 2567.75 3111.38 0.211715 4088 33627 2.20621 1 0 0.041155 280.807 3125.5
582.33 65.82 2 0.5 862.796 3030.5 3313 3030.5 3.94515 2315 3043.55 0.314706 2382 16756 2.00733 0 0 0 12.1681 3065
582.33 65.82 2 0.75 882.093 3108.25 4256 3108.52 3.18353 678.5 3114.8 3.59072 3280 35170 1.66818 0 0 0 9.54536 3125.5
582.33 16.46 4 0.5 818.055 3030.5 4436 3030.5 52.7628 1599 3037.69 0.899743 3558 16827 3.81486 2 228 0.090937 92.2635 3063.5
582.33 16.46 4 0.75 458.788 3108.25 2821 3108.52 20.7821 1790.5 3116.3 0.740461 1917 18033 1.85554 0 0 0 56.9648 3124.75
582.33 32.91 4 0.5 464.019 3030.5 2846 3030.65 274.712 2967 3036.33 0.0233685 1891 13504 1.99359 3 0 0.132977 328.61 3065
582.33 32.91 4 0.75 1282.21 3108.25 4095 3108.44 152.438 2612 3111.37 0.191185 3032 18018 3.27739 0 0 0 181.176 3125.5
582.33 65.82 4 0.5 1452.46 3030.5 6971 3030.66 4.0418 2315 3043.55 0.314706 5456 51067 2.83346 0 0 0 12.8802 3065
582.33 65.82 4 0.75 1022.97 3108.25 3499 3108.46 3.23954 678.5 3114.8 3.59072 2760 21998 2.3281 0 0 0 10.3966 3125.5
582.33 16.46 10 0.5 595.877 3030.5 3057 3030.73 77.1734 2964.5 3036.99 0.0244533 2349 16661 3.54715 2 0 0.097792 32.3917 3063.5
582.33 16.46 10 0.75 884.851 3108.25 4316 3108.48 20.5098 1793 3116.3 0.738034 3539 21054 4.13534 0 0 0 77.113 3124.75
582.33 32.91 10 0.5 793.427 3030.5 3976 3030.55 276.613 2960 3036.33 0.0257886 2783 16468 4.93747 3 0 0.12964 203.066 3065
582.33 65.82 10 0.5 775.2 3030.5 3820 3030.5 3.4185 660.5 3043.47 3.60783 2820 16662 2.00823 0 0 0 15.7391 3065
582.33 65.82 10 0.75 1951.18 3108.25 2436 3108.37 3.91748 2526.25 3114.72 0.232941 2145 19795 2.28783 0 0 0 10.6358 3125.5
