L D C PC time OPT node_cnt obj_bnd root_time root_obj root_bnd root_gap
5110.84 992.92 10 0.5 1225.43 7981 2068 7981.75 3.66229 5535.5 8059.13 0.455899
- - - - - - - - - - - -
7666.26 248.23 1 0.5 439.404 8822.5 1041 8822.5 14.8498 5826.5 8839.64 0.517145
7666.26 248.23 1 0.75 283.616 9015.25 1614 9015.98 10.644 9015.75 9023.84 0.00089709
7666.26 496.46 1 0.5 231.242 8822.5 2917 8822.5 18.7834 8106.5 8859.44 0.0928813
7666.26 496.46 1 0.75 716.798 9015.25 3316 9016 22.0677 8269 9033.11 0.0924063
- - - - - - - - - - - -
7666.26 992.92 1 0.75 1158.7 9015.25 4105 9015.75 1.2333 1980.5 9054.83 3.57199
7666.26 248.23 2 0.5 280.238 8822.5 836 8822.5 8.99846 7656 8853.93 0.156469
7666.26 248.23 2 0.75 171.423 9015.25 1194 9015.88 12.2074 8729 9022.38 0.0336102
7666.26 496.46 2 0.5 512.533 8822.5 2465 8823.05 16.1751 8043 8861.6 0.101778
7666.26 496.46 2 0.75 385.926 9015.25 2321 9016.06 15.5644 8819.5 9036.44 0.0245981
7666.26 992.92 2 0.5 377.822 8822.5 4757 8823.23 1.20499 1911 8901.65 3.65811
7666.26 992.92 2 0.75 864.281 9015.25 3894 9015.25 1.22993 2018 9054.83 3.48703
7666.26 248.23 4 0.5 458.351 8822.5 1576 8823.25 13.6245 7354.5 8842.5 0.202325
7666.26 248.23 4 0.75 729.356 9015.25 2982 9015.9 3.77827 7994.75 9033.69 0.129953
7666.26 496.46 4 0.5 1073.28 8822.5 2366 8822.5 5.01411 5965.5 8871.12 0.487071
7666.26 496.46 4 0.75 1093.62 9015.25 3521 9015.25 14.0788 7689.25 9034.73 0.174982
7666.26 992.92 4 0.5 366.477 8822.5 3432 8823.16 1.29219 1926 8900.84 3.62141
7666.26 992.92 4 0.75 1212.1 9015.25 3187 9015.99 1.2102 2062.25 9054.42 3.39055
7666.26 248.23 10 0.5 759.665 8822.5 1867 8822.5 4.58572 5958 8849.43 0.485302
7666.26 248.23 10 0.75 186.645 9015.25 1407 9015.93 18.4662 7865.5 9023.28 0.147197
7666.26 496.46 10 0.5 1207.89 8822.5 2536 8822.5 15.3773 8046 8859.6 0.101118
7666.26 496.46 10 0.75 589.294 9015.25 4168 9015.25 14.9521 8354.25 9034.16 0.0813844
7666.26 992.92 10 0.5 936.458 8822.5 3179 8822.75 1.52398 1962.5 8888.83 3.52934
- - - - - - - - - - - -
