L D C PC time OPT node_cnt obj_bnd root_time root_obj root_bnd root_gap
2555.42 248.23 1 0.5 175.526 5568.5 1275 5568.5 23.5582 5236 5655.3 0.0800805
2555.42 248.23 1 0.75 465.236 6545.5 1693 6545.5 56.3292 5949.5 6648.38 0.117469
2555.42 496.46 1 0.5 239.509 6006.5 675 6006.5 18.145 5774 6153.3 0.0656911
2555.42 496.46 1 0.75 1421.28 7152 2972 7152 23.0349 2125.5 7305.46 2.43705
2555.42 992.92 1 0.5 575.192 6006.5 1995 6006.5 3.1067 2816 6366.34 1.26077
2555.42 992.92 1 0.75 616.991 7152 1616 7152 7.39952 2087 7499.57 2.59347
2555.42 248.23 2 0.5 167.996 5852 2645 5852 37.3624 5704 5963.65 0.0455213
2555.42 248.23 2 0.75 971.337 7109.25 3602 7109.25 71.5881 6959 7252.35 0.0421541
2555.42 496.46 2 0.5 375.173 6478.5 1247 6478.93 17.8678 5550 6568.74 0.183556
2555.42 496.46 2 0.75 317.73 7843.25 2167 7843.58 17.407 7345.5 7883.2 0.0732008
2555.42 992.92 2 0.5 1019.23 6478.5 1734 6478.93 1.90684 888 6641.48 6.47914
2555.42 992.92 2 0.75 920.257 7843.25 1440 7843.25 5.82765 3183.75 7915.63 1.48626
2555.42 248.23 4 0.5 143.213 5935 881 5935 18.4299 5653 5996.25 0.0607197
2555.42 248.23 4 0.75 338.811 7281 2083 7281 52.6793 6680.5 7364.48 0.102385
2555.42 496.46 4 0.5 394.697 6478.5 1364 6478.5 7.81773 3902 6589.93 0.688859
2555.42 496.46 4 0.75 419.135 7843.25 2468 7843.25 14.5831 5428.75 7882.61 0.452012
2555.42 992.92 4 0.5 2603.69 6478.5 2248 6478.5 2.09838 923.5 6626.79 6.17574
2555.42 992.92 4 0.75 977.367 7843.25 3232 7843.25 3.38517 1237.5 7912.78 5.39417
2555.42 248.23 10 0.5 18.7059 5971 205 5971 15.4492 5963.5 5991.84 0.00475302
2555.42 248.23 10 0.75 70.9306 7315.75 947 7315.75 33.7927 7205.75 7372.09 0.0230849
2555.42 496.46 10 0.5 261.248 6478.5 2136 6478.5 9.711 5247.5 6590.77 0.255983
2555.42 496.46 10 0.75 558.079 7843.25 1881 7843.25 13.4007 7387.25 7881.42 0.0668952
2555.42 992.92 10 0.5 1168.09 6478.5 2262 6478.5 2.13671 3127.5 6629.81 1.11984
2555.42 992.92 10 0.75 846.04 7843.25 1597 7843.25 1.87614 4834 7922.47 0.638906
5110.84 248.23 1 0.5 810.674 7758.5 2095 7758.5 10.5513 6454.5 7831.42 0.213327
5110.84 248.23 1 0.75 612.518 8449.5 3325 8449.5 15.4209 8328.75 8492.27 0.0196334
5110.84 496.46 1 0.5 1963.28 7981 2867 7981.55 15.4364 4587 8025.85 0.749695
5110.84 496.46 1 0.75 1954.15 8594.5 2395 8594.5 8.00367 4271 8622.85 1.01893
5110.84 992.92 1 0.5 1322.47 7981 2713 7981.31 4.63879 1600.5 8066.48 4.03998
5110.84 992.92 1 0.75 2656.14 8594.25 3302 8594.97 5.14215 1194.25 8634.34 6.22993
5110.84 248.23 2 0.5 2646.14 7760.5 4236 7760.5 9.58323 4328.5 7847.64 0.813016
5110.84 248.23 2 0.75 616.668 8463.75 699 8464.45 11.193 5376.75 8502.83 0.581406
5110.84 496.46 2 0.5 1009.84 7981 1481 7981 20.0781 5179.5 8025.08 0.549393
5110.84 496.46 2 0.75 1058.56 8594.5 1672 8594.82 6.12657 6269.25 8626.15 0.375947
5110.84 992.92 2 0.5 2749.34 7981 3171 7981 1.9605 3463.5 8061.65 1.3276
5110.84 992.92 2 0.75 951.943 8594.5 2353 8595.31 2.89104 3565.25 8637.84 1.42279
5110.84 248.23 4 0.5 1342.46 7761.5 3456 7761.5 15.8886 7234.5 7838.41 0.0834758
5110.84 248.23 4 0.75 153.014 8463.75 1006 8464.08 9.14449 1136.25 8498.85 6.47974
5110.84 496.46 4 0.5 1747.38 7981 2403 7981 6.05806 5317.5 8041.33 0.512238
- - - - - - - - - - - -
5110.84 992.92 4 0.5 1968.05 7981 3237 7981.55 3.78392 3975 8060.34 1.02776
5110.84 992.92 4 0.75 1322.33 8594.5 2959 8594.5 1.81203 3875.25 8634.83 1.2282
5110.84 248.23 10 0.5 2395.93 7761.5 3336 7761.5 12.6323 3963.5 7842.45 0.978667
5110.84 248.23 10 0.75 435.799 8463.75 1151 8463.79 101.409 8333.5 8482.67 0.0179
- - - - - - - - - - - -
5110.84 496.46 10 0.75 1109.23 8594.5 2654 8594.5 19.9026 6979.25 8620.35 0.235139
