L D C PC time OPT node_count obj_bound root_time root_bestobj root_bestbound root_gap Siter Scuts time_subtour Sroot_iter Srootfrac_cuts time_sub_root LP_time LP_obj
4587.48 983.12 3 0.5 196.312 10035.5 534 10035.5 1.3611 823 10253.9 11.4592 441 7173 0.143821 0 0 0 4.90844 10451.5
4587.48 983.12 3 0.75 623.797 11114.8 545 11114.8 2.48752 3997.75 11197.1 1.80086 528 10339 0.187267 0 0 0 4.12503 11322.8
4587.48 245.78 8 0.5 214.691 9999.5 688 9999.5 18.8694 4645.5 10098.9 1.17391 507 7766 0.18584 0 0 0 27.9166 10241
4587.48 245.78 8 0.75 305.722 11096.8 951 11097.6 33.5471 11130 11139.4 0.000845727 737 7374 0.687702 0 0 0 38.1677 11217.5
4587.48 491.56 8 0.5 195.232 10035.5 306 10035.5 75.7342 7937 10135.8 0.277031 276 4931 0.648861 0 0 0 14.6089 10411
4587.48 491.56 8 0.75 242.951 11114.8 382 11114.8 121.065 8051.75 11153.5 0.38523 363 4925 0.729163 0 0 0 25.3169 11302.5
4587.48 983.12 8 0.5 563.227 10035.5 581 10035.5 2.96533 7542 10200.3 0.352464 506 8819 0.183965 0 0 0 3.40608 10451.5
4587.48 983.12 8 0.75 240.51 11114.8 587 11115.8 1.17969 4243.75 11223.9 1.64482 509 7474 0.228343 0 0 0 4.00681 11322.8
6881.21 245.78 1 0.5 68.1576 11366.5 888 11366.5 61.6849 11354 11389.9 0.0031652 609 2954 0.730088 55 4 2.13863 30.7137 11575.5
6881.21 245.78 1 0.75 267.228 11780.2 1828 11780.2 96.3302 11690.5 11798.7 0.00925687 1482 9296 0.889724 9 0 0.362502 35.4229 11884.8
6881.21 491.56 1 0.5 231.417 11366.5 1074 11366.5 161.072 8332 11412.7 0.369748 760 2780 0.414134 3 84 0.09873 115.699 11601.5
6881.21 491.56 1 0.75 229.672 11780.2 1438 11780.9 103.331 10984.8 11803.4 0.0745269 1019 5699 1.45615 2 0 0.065624 115.022 11897.8
6881.21 983.12 1 0.5 347.008 11366.5 1950 11367.5 2.81388 4886.5 11483 1.34994 1625 10442 0.555402 0 0 0 5.53912 11601.5
6881.21 983.12 1 0.75 121.794 11780.2 1953 11780.2 3.06329 5833.25 11838.5 1.02949 1450 5227 0.30073 0 0 0 5.51204 11897.8
6881.21 245.78 2 0.5 164.652 11366.5 1178 11366.5 42.2519 5710 11407.7 0.997848 957 4682 1.17603 0 0 0 4.50461 11575.5
6881.21 245.78 2 0.75 127.045 11780.2 1105 11780.2 110.78 11653 11797.2 0.0123738 722 4215 0.393355 11 0 0.392877 18.1962 11884.8
6881.21 491.56 2 0.5 247.386 11366.5 1300 11366.5 62.0054 8902 11490.4 0.290771 964 8444 0.408247 0 0 0 79.8359 11601.5
6881.21 491.56 2 0.75 218.483 11780.3 842 11781.1 152.304 11284 11802.4 0.0459447 616 3291 0.401325 3 81 0.088793 116.326 11897.8
6881.21 983.12 2 0.5 223.274 11366.5 2116 11366.5 2.7062 6000.5 11483 0.913673 1731 14961 0.432479 0 0 0 5.58898 11601.5
6881.21 983.12 2 0.75 193.945 11780.2 1819 11780.4 2.72084 7991.5 11838.5 0.481386 1390 11274 0.394528 0 0 0 5.12214 11897.8
