L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
317.64,16.74,8,0.5,87.6819,1887,343,1887,69.1611,1887,1893.5,0.00344462,293,1464,0.034618,13,430,0.226123,47.6876,1911
317.64,16.74,8,0.75,134.688,2061,304,2061,79.2701,2054.25,2064.25,0.00486796,316,1562,0.036678,3,81,0.052033,47.0082,2073
317.64,33.47,8,0.5,97.0185,1889,446,1889,75.6681,1889,1894.5,0.00291159,395,2557,0.045542,13,586,0.217044,50.9695,1919
317.64,33.47,8,0.75,110.804,2062,296,2062,89.9287,2061.75,2064.75,0.00145507,316,2551,0.03476,14,665,0.247265,49.0114,2077
317.64,66.49,8,0.5,285.879,1889,416,1889,105.058,1884,1897,0.00690021,466,4461,0.049296,6,242,0.079178,39.9579,1920
317.64,66.49,8,0.75,193.745,2062,180,2062,99.2115,2056.25,2064.25,0.00389058,276,3332,0.027745,10,529,0.116984,54.3828,2077.5
476.5,16.74,1,0.5,136.824,2120.5,927,2120.5,65.057,2123.5,2125.5,0.000941841,772,7014,0.108057,3,122,0.053885,31.9507,2147
476.5,16.74,1,0.75,196.983,2177.75,834,2177.75,70.4443,2161.75,2179.75,0.00832659,777,9125,0.114058,4,157,0.079543,32.0997,2191
476.5,33.47,1,0.5,225.694,2120.5,1129,2120.5,79.1949,2119.5,2125,0.00259495,990,9757,0.137405,3,203,0.052802,33.7752,2147
476.5,33.47,1,0.75,133.485,2177.75,689,2177.75,78.2623,2177.5,2179.25,0.000803674,645,4927,0.091023,6,277,0.111104,33.0008,2191
476.5,66.49,1,0.5,215.355,2120.5,958,2120.5,55.4321,2123.5,2125.5,0.000941841,928,8836,0.128224,3,175,0.050083,26.5972,2147
476.5,66.49,1,0.75,226.73,2177.75,969,2177.75,51.3094,1229.75,2180.75,0.773328,945,11026,0.129163,2,88,0.033227,30.2379,2191
476.5,16.74,2,0.5,222.177,2120.5,1234,2120.5,68.5152,2122,2125,0.00141376,1078,9770,0.156573,4,156,0.080162,30.9117,2147
476.5,16.74,2,0.75,84.281,2177.75,1258,2177.75,58.2075,2177.75,2179.5,0.000803582,845,9910,0.113328,15,753,0.270587,31.7997,2191
476.5,33.47,2,0.5,278.949,2120.5,1234,2120.5,103.566,2117.5,2124.5,0.00330579,1115,12266,0.158807,2,58,0.036259,36.9112,2147
476.5,33.47,2,0.75,268.789,2177.75,1321,2177.75,77.338,2179,2180.5,0.000688389,1150,11210,0.158404,4,268,0.068902,36.2969,2191
476.5,66.49,2,0.5,397.14,2120.5,545,2120.5,69.8967,2098.5,2125,0.0126281,646,10934,0.087549,4,276,0.064444,30.2286,2147
476.5,66.49,2,0.75,273.897,2177.75,986,2177.75,63.5474,1781.75,2179.75,0.223376,1060,8408,0.145872,2,45,0.032666,31.0721,2191
476.5,16.74,3,0.5,213.138,2120.5,1046,2120.5,64.8081,34.5,2124.5,60.5797,981,7558,0.135706,2,77,0.033132,30.2436,2147
476.5,16.74,3,0.75,224.506,2177.75,654,2177.75,63.6805,1043.75,2180,1.08862,715,8365,0.10338,4,108,0.077531,33.5529,2191
476.5,33.47,3,0.5,238.092,2120.5,1280,2120.5,63.8271,2123.5,2126,0.0011773,1139,13374,0.156075,4,144,0.071712,37.6773,2147
476.5,33.47,3,0.75,216.432,2177.75,1098,2177.75,75.6185,2178.75,2180.25,0.000688468,1073,7238,0.151475,4,179,0.073123,39.1645,2191
476.5,66.49,3,0.5,218.308,2120.5,979,2120.5,56.3268,2122.5,2125,0.00117786,1017,8042,0.140928,4,222,0.064979,29.6375,2147
476.5,66.49,3,0.75,274.856,2177.75,831,2177.75,67.7784,955.25,2179.5,1.2816,920,7988,0.131839,4,302,0.074093,32.3398,2191
476.5,16.74,8,0.5,162.102,2120.5,736,2120.5,66.4569,2122,2124.5,0.00117813,738,5717,0.101958,4,114,0.07258,33.39,2147
476.5,16.74,8,0.75,168.671,2177.75,962,2177.75,74.2847,2177.5,2180,0.00114811,830,8782,0.120782,4,144,0.076419,32.8295,2191
476.5,33.47,8,0.5,173.214,2120.5,734,2120.5,75.3506,67.5,2124,30.4667,733,7745,0.101607,3,245,0.050253,32.1283,2147
476.5,33.47,8,0.75,304.715,2177.75,655,2177.75,71.1967,2176.5,2180,0.00160809,725,10793,0.100649,5,198,0.091638,35.1846,2191
476.5,66.49,8,0.5,280.551,2120.5,773,2120.5,61.9211,2120.5,2126,0.00259373,732,9184,0.09911,4,124,0.069842,29.2134,2147
476.5,66.49,8,0.75,226.422,2177.75,1491,2177.75,59.6496,105,2180.5,19.7667,1384,9951,0.197858,1,5,0.017619,30.3692,2191
