L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Biter,Bcuts,time_slave,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
4410.72,179.66,2,0.5,436.997,7085,10,7085,423.454,7085,7086.98,0.000279444,41,0,0.0275578,41,385,0.109864,16,827,0.269396,416.251,7111
4410.72,179.66,2,0.75,537.849,7293,10,7293.23,524.081,7293,7295.42,0.00033179,41,0,0.0264351,41,638,0.263982,13,650,0.222635,514.954,7306
4410.72,359.31,2,0.5,339.438,7085,1,7085.45,324.251,7085,7085.76,0.000107974,48,0,0.122949,48,911,0.452327,18,823,0.352554,304.558,7111
4410.72,359.31,2,0.75,426.655,7292.48,53,7293.11,411.214,7291.25,7295.51,0.000583957,99,0,0.213839,99,1307,0.569689,21,940,0.391055,283.522,7306
4410.72,718.62,2,0.5,195.81,7085,5,7085.5,181.407,7085,7086.95,0.000275931,54,0,0.275237,54,856,0.32886,21,1119,0.352152,159.645,7111
4410.72,718.62,2,0.75,221.167,7293,1,7293.72,207.048,7293,7294.11,0.000152134,42,0,0.228401,42,913,0.334134,11,394,0.198314,187.067,7306
4410.72,179.66,3,0.5,445.741,7085,11,7085.31,430.626,7085,7088.17,0.000448064,40,0,0.0261047,40,382,0.13176,16,665,0.283734,428.081,7111
4410.72,179.66,3,0.75,479.907,7293,6,7293.73,466.587,7293,7294.02,0.000139656,38,0,0.0243218,38,462,0.171089,15,799,0.261093,456.385,7306
4410.72,359.31,3,0.5,341.667,7085,1,7085,326.624,7085,7086.07,0.000151677,43,0,0.0892265,43,912,0.503269,16,744,0.300159,299.89,7111
4410.72,359.31,3,0.75,421.447,7292.48,203,7293.1,403.899,7290,7295.64,0.000773723,215,0,0.381631,215,2449,0.541501,16,404,0.279986,288.405,7306
4410.72,718.62,3,0.5,167.15,7085,1,7085.47,151.344,7085,7086.67,0.000235724,40,0,0.20898,40,939,0.308831,8,235,0.149691,132.452,7111
4410.72,718.62,3,0.75,201.87,7293,1,7293.64,188.852,7293,7293.85,0.000115886,39,0,0.174946,39,887,0.296586,11,508,0.186205,170.143,7306
4410.72,179.66,8,0.5,437.826,7085,11,7085.31,424.041,7085,7088.56,0.000501976,38,0,0.0215309,38,379,0.116194,14,747,0.242407,415.088,7111
4410.72,179.66,8,0.75,542.181,7293,3,7293.71,527.166,7293,7294.05,0.000143933,47,0,0.0275915,47,394,0.141499,25,1471,0.432265,507.287,7306
4410.72,359.31,8,0.5,456.917,7085,54,7085.45,439.274,7075.5,7090.9,0.00217684,92,0,0.143844,92,1837,0.647667,16,578,0.343985,296.44,7111
4410.72,359.31,8,0.75,436.532,7293,71,7293.06,421.389,7291.25,7294.88,0.000498425,108,0,0.172145,108,1428,0.561058,18,756,0.357514,286.857,7306
4410.72,718.62,8,0.5,303.851,7085,88,7085.44,286.928,7079.5,7089.48,0.00140913,120,0,0.397953,120,1836,0.46874,13,666,0.249039,183.961,7111
4410.72,718.62,8,0.75,196.646,7293,1,7293.42,183.63,7293,7293.93,0.000127962,34,0,0.136877,34,850,0.329522,10,277,0.168253,165.505,7306
