L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Biter,Bcuts,time_slave,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
1975.84,245.78,1,0.5,792.471,6469,640,6469,241.738,182.5,6798.1,36.2499,502,223,2.92739,502,4877,0.966169,0,0,0,117.844,6834.5
1975.84,245.78,1,0.75,811.981,7596,612,7596,328.494,7389.25,8016.92,0.0849443,494,281,3.11472,494,4816,1.13518,1,24,0.023372,119.973,8012.75
1975.84,491.56,1,0.5,957.776,6789,661,6789,212.1,292,6990.18,22.939,571,43,7.97853,571,10408,1.44265,0,0,0,85.3825,7368.5
1975.84,491.56,1,0.75,1028.94,8035,1179,8035,179.314,367,8357.93,21.7736,903,34,9.22905,903,9872,1.097,0,0,0,86.2042,8692.75
1975.84,983.12,1,0.5,1411.94,6816.5,779,6816.5,150.544,182.5,7177.23,38.3273,667,0,9.37332,667,13556,1.31452,0,0,0,58.1784,7531
1975.84,983.12,1,0.75,1387.14,8069.25,1271,8069.25,137.448,232.75,8446.58,35.2904,1227,0,13.7807,1227,13532,1.3854,0,0,0,59.5739,8865.25
1975.84,245.78,2,0.5,>3600,(0.00514949),8403,7376.29,337.429,7024,7802.11,0.110779,5459,1033,31.3552,5459,5553,1.27342,5,257,0.135531,1277.6,7674.5
1975.84,245.78,2,0.75,>3600,(0.0190823),4660,9415.56,291.296,5388.5,9788.35,0.816526,3706,752,19.603,3706,4760,0.910406,4,264,0.106515,3600.04,9566.25
1975.84,491.56,2,0.5,496.832,8230,348,8230,174.912,5024.5,8315.31,0.654952,331,20,5.15916,331,4977,0.890574,0,0,0,83.0606,8419
1975.84,491.56,2,0.75,534.158,10212,292,10212,199.247,6311.25,10254.3,0.624772,313,25,5.63018,313,5354,1.06382,0,0,0,83.8242,10306.5
1975.84,983.12,2,0.5,1042.28,8255,637,8255.64,126.834,275.5,8405.21,29.5089,632,0,12.2025,632,11871,0.945109,0,0,0,57.8485,8533
1975.84,983.12,2,0.75,1104.02,10224.5,627,10224.5,122.88,376,10292.7,26.3741,628,0,11.8783,628,12367,1.24716,0,0,0,57.1598,10363.5
1975.84,245.78,3,0.5,2271.89,7506,4732,7506.59,315.817,5789.5,7836.89,0.353639,3159,512,10.3198,3159,4943,0.940065,5,325,0.139256,1031.85,7674.5
1975.84,245.78,3,0.75,>3600,(0.0233093),1620,9845.26,287.026,5913,9972.66,0.686565,1569,298,10.78,1569,3559,0.410725,6,274,0.179401,3600.04,9735
1975.84,491.56,3,0.5,579.196,8231.5,400,8231.5,160.599,1588.5,8346.5,4.25433,402,15,4.64166,402,5778,0.682044,0,0,0,90.3146,8419
1975.84,491.56,3,0.75,545.573,10212.8,401,10212.8,169.166,7816.5,10255.3,0.312001,432,21,4.79593,432,6363,0.919746,0,0,0,84.4852,10306.5
1975.84,983.12,3,0.5,748.762,8255,669,8255,157.944,376,8385.9,21.3029,610,0,7.89839,610,11509,1.41301,0,0,0,57.9196,8533
1975.84,983.12,3,0.75,1060.25,10224.5,795,10224.5,127.88,517,10298,18.9187,681,0,8.63387,681,11335,0.870962,0,0,0,56.8307,10363.5
1975.84,245.78,8,0.5,789.907,7626.5,512,7626.5,263.259,7328.5,7858.44,0.0723118,490,12,0.807118,490,2447,0.418854,3,117,0.085739,1063.82,7674.5
1975.84,245.78,8,0.75,>3600,(0.0091613),4495,9817.63,195.014,9662.25,9967.52,0.0315938,3830,11,6.77105,3830,2621,0.722699,4,138,0.096758,3600.03,9730.75
1975.84,491.56,8,0.5,603.705,8233,592,8233,188.291,6016.5,8314.63,0.381971,504,0,2.69681,504,6793,1.12271,0,0,0,87.0119,8419
1975.84,491.56,8,0.75,514.42,10213.5,506,10213.5,205.139,6766.25,10247.9,0.514554,473,1,2.46713,473,5255,1.27064,0,0,0,82.6007,10306.5
1975.84,983.12,8,0.5,1175.48,8255,872,8255,138.178,843.5,8392.76,8.94992,762,0,6.72956,762,14637,1.30737,0,0,0,58.2265,8533
1975.84,983.12,8,0.75,1091.65,10224.5,673,10224.5,139.981,1212.25,10292.3,7.49025,651,0,6.3074,651,11945,1.47117,0,0,0,57.5302,10363.5
3951.68,245.78,1,0.5,714.115,9915,464,9915,182.598,1355.5,10007,6.3825,519,16,0.95467,519,8442,2.29197,1,30,0.02336,90.5376,10034
3951.68,245.78,1,0.75,932.134,11054.5,692,11055.2,174.895,324.75,11089.5,33.1479,752,11,1.17629,752,10589,2.27264,0,0,0,84.5413,11114
3951.68,491.56,1,0.5,522.075,9933.5,401,9933.5,162.151,3304.5,9977.33,2.01932,470,4,2.96282,470,7710,2.18656,0,0,0,98.9542,10112
3951.68,491.56,1,0.75,673.153,11063.8,704,11063.8,174.748,11069.2,11087.1,0.00161017,687,4,4.58737,687,8939,2.58702,3,130,0.053714,87.9353,11153
3951.68,983.12,1,0.5,1531.25,9933.5,1089,9934.26,102.371,178,10037,55.3874,1105,0,10.1855,1105,22966,1.94015,0,0,0,71.6943,10133
3951.68,983.12,1,0.75,802.155,11063.8,719,11063.8,106.439,229.75,11115.5,47.3809,673,0,6.73912,673,12658,1.68937,0,0,0,71.7544,11163.5
3951.68,245.78,2,0.5,602.296,9915,836,9915.89,168.396,5346.5,9970.71,0.864904,726,3,0.683216,726,9137,2.21965,0,0,0,91.0324,10034
3951.68,245.78,2,0.75,824.907,11054.5,774,11055.3,192.407,2464,11082.7,3.49786,777,0,0.765334,777,9491,2.11135,0,0,0,84.8387,11114
3951.68,491.56,2,0.5,625.777,9933.5,636,9933.5,138.53,3485.5,10027.7,1.87699,661,3,2.41738,661,10017,1.54163,0,0,0,87.9487,10112
3951.68,491.56,2,0.75,585.01,11063.8,581,11064.3,149.24,2174.75,11087.2,4.09815,617,0,2.24324,617,9918,2.0201,0,0,0,88.0645,11153
3951.68,983.12,2,0.5,964.605,9933.5,883,9933.5,115.005,277.5,10051.4,35.2214,895,1,5.65094,895,15219,1.47126,0,0,0,60.8402,10133
3951.68,983.12,2,0.75,670.481,11063.8,637,11064.6,108.399,365.5,11110.9,29.3992,675,0,4.88201,675,9503,1.54745,0,0,0,66.4288,11163.5
3951.68,245.78,3,0.5,944.022,9915,474,9915,165.307,869,9993.56,10.5001,532,0,0.435666,532,9367,2.45831,0,0,0,91.5961,10034
3951.68,245.78,3,0.75,886.969,11054.5,657,11055.2,183.608,11066,11086.6,0.00186131,680,0,0.623542,680,11569,3.17112,1,83,0.018709,84.533,11114
3951.68,491.56,3,0.5,784.518,9933.5,532,9933.5,143.865,3505.5,10021.1,1.85868,591,0,1.98985,591,9915,2.03028,0,0,0,86.0498,10112
3951.68,491.56,3,0.75,664.265,11063.8,658,11064.7,153.663,984,11101.6,10.2821,732,1,2.47008,732,9255,1.99112,0,0,0,89.5021,11153
3951.68,983.12,3,0.5,699.212,9933.5,515,9934.4,109.895,3403,10054.7,1.95467,547,0,3.08478,547,11032,1.69739,0,0,0,66.5339,10133
3951.68,983.12,3,0.75,787.868,11063.8,992,11063.8,100.654,510.25,11131.1,20.815,971,7,5.36762,971,12649,1.86793,0,0,0,59.8887,11163.5
3951.68,245.78,8,0.5,782.468,9915,781,9915,178.241,3938,9974.79,1.53296,766,0,0.560758,766,9277,2.41738,0,0,0,89.6587,10034
3951.68,245.78,8,0.75,769.98,11054.5,588,11055.2,176.896,3424.5,11101.7,2.24186,656,0,0.499232,656,9678,2.24576,0,0,0,85.4592,11114
3951.68,491.56,8,0.5,1286.49,9933.5,857,9933.5,169.23,9913,9979.84,0.00674262,873,0,1.66165,873,14429,2.4335,1,48,0.02395,102.317,10112
3951.68,491.56,8,0.75,956.292,11063.8,721,11064.2,146.961,2086.5,11108,4.32374,731,0,1.68936,731,11403,1.82604,0,0,0,106.137,11153
3951.68,983.12,8,0.5,1211.06,9933.5,932,9933.52,108.196,830,10023.4,11.0764,943,0,4.18437,943,15920,2.32511,0,0,0,64.1209,10133
3951.68,983.12,8,0.75,696.034,11063.8,813,11064.6,120.067,1168,11107.1,8.5095,789,0,3.63526,789,10915,1.8864,0,0,0,64.791,11163.5
5927.51,245.78,1,0.5,545.458,11311.5,776,11311.5,125.976,3611,11342,2.14097,768,2,0.561829,768,6863,2.16072,0,0,0,91.8744,11429
5927.51,245.78,1,0.75,472.889,11752.8,728,11752.8,146.944,11755.8,11765.4,0.000821156,703,0,0.592837,703,6114,2.80358,2,135,0.049847,87.7167,11811.5
5927.51,491.56,1,0.5,561.022,11311.5,843,11311.5,117.922,6710.5,11349.4,0.691294,774,2,1.74526,774,9887,2.62292,0,0,0,82.067,11461.5
5927.51,491.56,1,0.75,441.095,11752.8,498,11753.6,134.41,11755.5,11766.5,0.000935519,540,2,1.22272,540,7867,2.86835,2,46,0.048444,84.8968,11827.8
5927.51,983.12,1,0.5,337.918,11311.5,822,11311.5,99.5587,2888.5,11344.1,2.92735,752,0,3.43689,752,8569,2.31291,2,160,0.044903,60.8345,11461.5
5927.51,983.12,1,0.75,370.86,11752.8,758,11752.8,86.6733,11763.8,11767.8,0.000345079,731,0,3.33823,731,9121,2.41003,0,0,0,60.9564,11827.8
5927.51,245.78,2,0.5,525.7,11311.5,578,11311.5,136.63,340,11338.1,32.3474,624,0,0.422763,624,6483,2.14237,2,32,0.047042,92.7405,11429
5927.51,245.78,2,0.75,498.1,11752.8,502,11752.8,115.265,2309.75,11767,4.0945,483,0,0.359398,483,7351,1.92689,0,0,0,85.8359,11811.5
5927.51,491.56,2,0.5,490.572,11311.5,634,11311.5,117.722,2870.5,11341.3,2.951,635,1,1.10729,635,9031,2.54327,0,0,0,84.7207,11461.5
5927.51,491.56,2,0.75,559.872,11752.8,911,11753.9,121.518,3492.5,11772.2,2.3707,946,0,1.66942,946,8795,2.73336,0,0,0,93.0153,11827.8
5927.51,983.12,2,0.5,406.533,11311.5,484,11312.2,87.6884,5395.5,11337,1.1012,509,0,1.9336,509,6897,2.14236,0,0,0,59.863,11461.5
5927.51,983.12,2,0.75,730.961,11752.8,656,11753.6,99.3141,7146.25,11769,0.646879,713,0,2.72646,713,9650,2.78691,0,0,0,61.1959,11827.8
5927.51,245.78,3,0.5,463.74,11311.5,585,11311.5,128.805,11326.5,11338.5,0.00106343,620,0,0.426733,620,8572,2.5248,2,172,0.051187,93.285,11429
5927.51,245.78,3,0.75,515.701,11752.8,741,11753.5,123.629,6635.5,11772.3,0.774135,781,0,0.535474,781,10281,2.73918,0,0,0,88.0023,11811.5
5927.51,491.56,3,0.5,432.039,11311.5,530,11311.5,124.124,2899,11340.7,2.91192,555,0,0.987429,555,6865,2.31469,1,139,0.023225,83.3766,11461.5
5927.51,491.56,3,0.75,286.472,11752.5,825,11752.8,112.594,3401.25,11772.2,2.46115,638,0,1.06518,638,7154,1.83221,0,0,0,83.8503,11827.8
5927.51,983.12,3,0.5,560.877,11311.5,654,11311.5,84.9831,6416.5,11339,0.767164,705,0,2.51168,705,11640,2.52888,1,42,0.021967,61.0299,11461.5
5927.51,983.12,3,0.75,585.886,11752.8,921,11753.8,92.1627,5619.5,11764.7,1.09355,970,0,3.46111,970,9999,2.18238,0,0,0,60.8798,11827.8
5927.51,245.78,8,0.5,425.268,11311.5,661,11312.4,118.733,11330,11337.6,0.000670887,667,0,0.416719,667,6297,1.78327,0,0,0,93.0384,11429
5927.51,245.78,8,0.75,566.035,11752.8,674,11753.5,117.836,2623,11770.2,3.48732,721,0,0.437134,721,9799,2.07378,0,0,0,87.4292,11811.5
5927.51,491.56,8,0.5,632.72,11311.5,738,11311.5,122.981,11317,11345,0.00247382,788,0,1.2695,788,10325,2.42612,2,153,0.043829,83.8053,11461.5
5927.51,491.56,8,0.75,548.137,11752.8,859,11752.8,121.341,3957.75,11772.6,1.97457,848,0,1.31314,848,9536,2.45122,0,0,0,91.733,11827.8
5927.51,983.12,8,0.5,462.063,11311.5,643,11311.5,98.7482,2873,11341.1,2.94749,628,0,1.76194,628,8530,2.27997,0,0,0,61.3765,11461.5
5927.51,983.12,8,0.75,607.856,11752.8,690,11753.5,97.9789,3362,11768.7,2.5005,746,0,2.40974,746,10848,2.95222,1,23,0.023749,62.7412,11827.8
