L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Biter,Bcuts,time_slave,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
476.5,16.74,2,0.5,265.675,2120.5,1458,2120.67,68.667,2021,2124.97,0.0514442,1224,12,0.761642,1224,8941,2.24106,5,242,0.092264,30.4377,2147
476.5,16.74,2,0.75,209.891,2177.75,1671,2177.84,67.9079,2178.25,2180.11,0.000855932,1302,8,0.803445,1302,8773,1.88582,4,154,0.072893,31.4577,2191
476.5,33.47,2,0.5,196.471,2120.5,2400,2120.5,72.9176,2116.5,2125.36,0.00418512,1617,0,3.65339,1617,10232,1.99378,4,148,0.074754,32.432,2147
476.5,33.47,2,0.75,281.542,2177.75,2314,2177.75,69.056,2177.75,2180.37,0.00120501,1671,19,3.53004,1671,15018,3.00056,4,239,0.068668,33.0776,2191
476.5,66.49,2,0.5,223.297,2120.5,2344,2120.7,51.1084,2121,2125.27,0.00201479,1795,3,6.43304,1795,12694,1.89642,2,88,0.036822,24.1957,2147
476.5,66.49,2,0.75,295.834,2177.75,1161,2177.91,53.8706,2178.75,2180.3,0.000710023,1047,0,4.47727,1047,11793,1.73611,3,108,0.05753,24.1754,2191
476.5,16.74,3,0.5,150.601,2120.5,1596,2120.67,71.1227,34.5,2124.82,60.5891,1184,0,0.733901,1184,6954,1.45544,5,123,0.102838,32.0564,2147
476.5,16.74,3,0.75,166.211,2177.75,1316,2177.92,70.6066,2177.75,2180.39,0.00121185,1085,1,0.635674,1085,5577,1.42377,5,297,0.098603,32.2899,2191
476.5,33.47,3,0.5,222.37,2120.5,2200,2120.5,69.5132,2118,2125.13,0.00336466,1575,10,3.09603,1575,11903,2.28141,4,113,0.071033,31.7411,2147
476.5,33.47,3,0.75,320.663,2177.75,1062,2177.75,69.6603,34.5,2179.94,62.1868,985,0,1.86026,985,11446,2.23789,4,85,0.071524,32.8946,2191
476.5,66.49,3,0.5,328.026,2120.5,1444,2120.57,54.9486,2122,2125.7,0.00174157,1180,0,3.79706,1180,10636,1.94309,3,73,0.05884,23.6948,2147
476.5,66.49,3,0.75,237.039,2177.75,1907,2177.75,53.5231,39.75,2180.5,53.8554,1471,12,6.10783,1471,13221,2.17995,3,187,0.056362,24.0736,2191
476.5,16.74,8,0.5,181.724,2120.5,1724,2120.7,56.7941,2121,2125.61,0.00217479,1286,2,0.725068,1286,8848,1.80589,3,164,0.053581,31.3735,2147
476.5,16.74,8,0.75,214.631,2177.75,2039,2177.92,67.7419,2176.5,2180.18,0.00169173,1449,15,0.841161,1449,11234,2.50287,4,218,0.074244,32.8075,2191
476.5,33.47,8,0.5,241.526,2120.5,2249,2120.5,71.7702,2120.5,2124.87,0.00206057,1597,3,2.84869,1597,11080,2.57194,4,159,0.079396,32.5293,2147
476.5,33.47,8,0.75,253.107,2177.75,1487,2177.95,67.3039,2160.75,2180.25,0.00902614,1301,82,1.98544,1301,9703,2.5782,4,210,0.076631,33.2447,2191
476.5,66.49,8,0.5,280.983,2120.5,1401,2120.5,58.8922,70,2125.23,29.3604,1115,26,3.40044,1115,13729,2.54189,3,149,0.055793,24.1013,2147
476.5,66.49,8,0.75,264.096,2177.75,1065,2177.75,54.6364,2178.25,2180.13,0.000862625,982,0,3.2129,982,10589,2.07408,4,117,0.075089,23.6874,2191
