L D C PC time OPT node_cnt obj_bnd root_time root_obj root_bnd root_gap
1975.84 245.78 1 0.5 1246.71 6469 1646 6469 251.203 182.5 6798.14 36.2501
1975.84 245.78 1 0.75 935.458 7596 815 7596 340.4 7379.75 7987.43 0.0823437
1975.84 491.56 1 0.5 936.479 6789 661 6789 202.975 292 6990.18 22.939
1975.84 491.56 1 0.75 1041.61 8035 1179 8035 184.707 367 8357.93 21.7736
1975.84 983.12 1 0.5 1444.89 6816.5 779 6816.5 152.208 182.5 7177.23 38.3273
1975.84 983.12 1 0.75 1429.17 8069.25 1271 8069.25 151.659 232.75 8446.58 35.2904
1975.84 245.78 2 0.5 >3600 (0.0438902) 1322 7631.88 303.087 6434 7791.39 0.210972
1975.84 245.78 2 0.75 >3600 (0.0230389) 3934 9452.11 289.536 5388.5 9788.35 0.816526
1975.84 491.56 2 0.5 528.019 8230 348 8230 177.022 5024.5 8315.31 0.654952
1975.84 491.56 2 0.75 503.612 10212 292 10212 185.882 6311.25 10254.3 0.624772
1975.84 983.12 2 0.5 1039.31 8255 637 8255.64 122.566 275.5 8405.21 29.5089
1975.84 983.12 2 0.75 1160.92 10224.5 627 10224.5 148.12 376 10292.7 26.3741
1975.84 245.78 3 0.5 2646.99 7506 4301 7506 311.137 6915.5 7828.85 0.132073
1975.84 245.78 3 0.75 >3600 (0.0217263) 1884 9830.03 341.48 6347.75 9969.22 0.570512
1975.84 491.56 3 0.5 571.305 8231.5 400 8231.5 159.192 1588.5 8346.5 4.25433
1975.84 491.56 3 0.75 573.907 10212.8 401 10212.8 194.777 7816.5 10255.3 0.312001
1975.84 983.12 3 0.5 781.092 8255 669 8255 154.506 376 8385.9 21.3029
1975.84 983.12 3 0.75 1117.97 10224.5 795 10224.5 150.678 517 10298 18.9187
1975.84 245.78 8 0.5 797.809 7626.5 510 7627.25 287.349 7328.5 7858.44 0.0723118
1975.84 245.78 8 0.75 >3600 (0.01495) 3489 9864.3 194.554 9680 9969.43 0.0299
1975.84 491.56 8 0.5 588.123 8233 592 8233 180.36 6016.5 8314.63 0.381971
1975.84 491.56 8 0.75 536.997 10213.5 506 10213.5 224.095 6766.25 10247.9 0.514554
1975.84 983.12 8 0.5 1201.87 8255 872 8255 133.602 843.5 8392.76 8.94992
1975.84 983.12 8 0.75 1143.22 10224.5 673 10224.5 141.946 1212.25 10292.3 7.49025
3951.68 245.78 1 0.5 735.254 9915 429 9915 187.719 549.5 10011.3 17.2189
3951.68 245.78 1 0.75 669.641 11054.5 396 11055.1 187.039 324.75 11106.2 33.1992
3951.68 491.56 1 0.5 536.192 9933.5 401 9933.5 167.843 3304.5 9977.33 2.01932
3951.68 491.56 1 0.75 704.949 11063.8 704 11063.8 173.729 11069.2 11087.1 0.00161017
3951.68 983.12 1 0.5 1585.98 9933.5 1089 9934.26 126.519 178 10037 55.3874
