L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Biter,Bcuts,time_slave,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
4441.07,248.23,4,0.5,639.929,7835.5,136,7836.19,335.774,148.5,7923.55,52.3572,171,1,0.241276,171,4758,1.23841,0,0,0,418.864,7920
4441.07,248.23,4,0.75,444.845,8520,96,8520.78,404.118,8520,8523.38,0.000396343,145,2,0.187095,145,2950,1.95073,23,1429,0.46325,427.012,8558.75
4441.07,496.46,4,0.5,637.777,7975.5,248,7975.5,349.025,1887,8002.41,3.24081,295,0,1.21347,295,6580,2.06121,0,0,0,565.192,8074.5
4441.07,496.46,4,0.75,677.18,8591.25,386,8592.04,374.504,8569.75,8604.09,0.0040069,450,1,1.78912,450,10490,2.57998,0,0,0,467.703,8640.5
4441.07,992.92,4,0.5,538.605,7975.5,211,7976.29,272.494,2524.5,8008.52,2.17232,259,0,2.09763,259,7004,1.51313,0,0,0,480.05,8075
4441.07,992.92,4,0.75,1229.95,8591.75,735,8592.1,271.86,3201.75,8609.07,1.68886,681,1,4.57784,681,19827,3.86215,0,0,0,484.214,8641.5
4441.07,248.23,10,0.5,443.844,7835.5,130,7835.65,399.682,7835.5,7843.18,0.000979733,147,0,0.16669,147,3144,1.29111,19,903,0.39202,411.282,7920
4441.07,248.23,10,0.75,413.934,8520,131,8520.58,375.841,8520,8523.57,0.000419497,155,0,0.163441,155,2892,1.11599,14,514,0.259434,371.386,8558.75
4441.07,496.46,10,0.5,712.555,7975.5,519,7975.84,371.369,1842,8004.53,3.34556,493,0,1.57135,493,15842,1.81728,0,0,0,488.986,8074.5
4441.07,496.46,10,0.75,599.158,8591.75,147,8592.58,368.969,5802.5,8607.99,0.483496,201,0,0.651484,201,6905,2.4744,0,0,0,560.395,8640.75
4441.07,992.92,10,0.5,533.819,7975.5,223,7975.91,242.684,7997.5,8041.4,0.00548979,249,0,1.55455,249,5908,1.66863,0,0,0,379.116,8075
4441.07,992.92,10,0.75,1120.49,8591.75,509,8592.46,268.33,1115.25,8608.51,6.71891,553,0,3.47299,553,16226,1.97583,0,0,0,407.298,8641.5
6661.61,248.23,1,0.5,367.291,8821,393,8821.72,304.46,8809,8826.08,0.00193914,416,6,0.459613,416,12925,2.47552,19,1233,0.724157,233.338,8950.5
6661.61,248.23,1,0.75,368.986,9014.5,360,9015.25,307.101,9001.5,9016.85,0.00170534,397,5,0.447452,397,8561,3.26871,8,560,0.286527,232.392,9079.25
6661.61,496.46,1,0.5,688.069,8823.5,480,8824.27,320.866,8769.5,8842.53,0.00832764,546,0,2.55089,546,11354,4.84695,2,39,0.071187,223.587,8979.5
6661.61,496.46,1,0.75,821.234,9015.75,795,9016.36,316.992,8957.25,9024.6,0.00751934,776,0,3.29828,776,15770,5.74302,3,196,0.103102,217.037,9093.75
6661.61,992.92,1,0.5,565.096,8823.5,498,8824.04,231.983,39.5,8845.82,222.945,497,0,4.46087,497,14135,3.70041,1,100,0.037317,164.469,8979.5
6661.61,992.92,1,0.75,845.296,9015.75,874,9016.56,224.828,2676,9025.55,2.37278,929,0,7.68397,929,18042,3.34213,0,0,0,168.232,9093.75
6661.61,248.23,2,0.5,544.377,8820.82,411,8821.55,304.167,5628.5,8836.2,0.569903,429,2,0.517046,429,11577,4.05878,0,0,0,243.27,8950.5
6661.61,248.23,2,0.75,540.62,9014.5,382,9015.4,284.177,8984,9021.22,0.00414241,428,1,0.477354,428,6451,3.36052,0,0,0,237.476,9079.25
6661.61,496.46,2,0.5,580.894,8823.5,487,8824.11,308.023,8819.5,8842.97,0.00266143,510,0,1.64151,510,12510,4.71919,1,42,0.032816,221.974,8979.5
6661.61,496.46,2,0.75,697.632,9015.75,345,9016.57,330.608,134.25,9021.59,66.1999,447,0,1.30909,447,12149,6.64977,4,136,0.14255,222.684,9093.75
6661.61,992.92,2,0.5,935.485,8823.5,876,8824.2,202.634,8769.5,8857.79,0.0100679,814,0,5.32153,814,26419,4.10854,0,0,0,169.63,8979.5
6661.61,992.92,2,0.75,847.72,9015.75,636,9016.56,217.393,122.25,9024.84,72.8228,709,0,4.23131,709,20972,3.41214,0,0,0,165.021,9093.75
6661.61,248.23,4,0.5,832.636,8821,505,8821.76,315.882,1524.5,8835.83,4.79589,569,0,0.625741,569,17652,4.91971,2,137,0.07296,229.063,8950.5
6661.61,248.23,4,0.75,608.34,9013.91,492,9014.76,293.608,8946,9021.12,0.00839715,527,0,0.550989,527,12062,4.07606,1,115,0.036243,232.419,9079.25
